"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901888","regulation of cell junction assembly","39/1283","270/18805",0.144444444444444,2.11712999047372,5.00306228235538,7.0930799864084e-06,0.00026546423871713,0.00018945387834665,"CAV1/FERMT2/ITGB1BP1/DLC1/SDC4/TPBG/PTEN/TEK/CLSTN1/PPM1F/VLDLR/DLG5/NTRK2/PUM2/CLDN5/HTR4/LIMCH1/DUSP3/LIN7B/LRRN3/RTN4/FZD1/APP/S100A10/ASIC1/LRRTM2/CTNNB1/APOD/FARP1/FZD5/EPHA3/MAP4K4/FGFR1/HRG/SETD5/EPHB1/FAM107A/ROCK2/PDLIM5",39
"GO:1903053","regulation of extracellular matrix organization","17/1283","74/18805",0.22972972972973,3.36716100356007,5.52089880779076,7.51631798793188e-06,0.000278722376162008,0.000198915814051148,"PPARG/RGCC/TGFBR3/DDR1/PHLDB1/SLC2A10/SOX9/LAMC1/DDR2/EFEMP2/NID1/LAMB2/LAMA2/RECK/ITGB3/BMP2/TNFRSF1B",17
"GO:0051017","actin filament bundle assembly","28/1283","166/18805",0.168674698795181,2.47227413160045,5.15558596495645,7.54342579855804e-06,0.000278722376162008,0.000198915814051148,"SORBS1/TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/PPM1F/PAWR/EPS8/LPAR1/LIMCH1/S100A10/ADD1/CD47/ZEB2/PIK3R1/CORO2B/RAPGEF3/FAM107A/PTGER4/NEDD9/EZR/MYL9/ROCK2",28
"GO:0030038","contractile actin filament bundle assembly","22/1283","114/18805",0.192982456140351,2.82855423828472,5.29895968302046,7.84839853877993e-06,0.00028591511759216,0.000204049058236777,"SORBS1/TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/PPM1F/LPAR1/LIMCH1/S100A10/CD47/ZEB2/PIK3R1/CORO2B/RAPGEF3/PTGER4/MYL9/ROCK2",22
"GO:0043149","stress fiber assembly","22/1283","114/18805",0.192982456140351,2.82855423828472,5.29895968302046,7.84839853877993e-06,0.00028591511759216,0.000204049058236777,"SORBS1/TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/PPM1F/LPAR1/LIMCH1/S100A10/CD47/ZEB2/PIK3R1/CORO2B/RAPGEF3/PTGER4/MYL9/ROCK2",22
"GO:0043200","response to amino acid","24/1283","131/18805",0.183206106870229,2.6852617612585,5.23758336733388,7.88595394151794e-06,0.00028591511759216,0.000204049058236777,"COL4A1/CDO1/ASS1/PCNA/EGFR/XBP1/ALAD/HNRNPD/NTRK2/BCL2L2/CEBPB/HSF1/HNRNPAB/RRAGC/TOMM20/GRIN2D/SH3BP4/COL1A1/RRAGD/FYN/ZEB1/KCNB1/COL1A2/GCLC",24
"GO:0080164","regulation of nitric oxide metabolic process","16/1283","67/18805",0.238805970149254,3.50019194751108,5.54748003077347,8.15986649296743e-06,0.000294008605749715,0.000209825138390591,"CD36/CAV1/HBB/KLF4/ASS1/CLU/RGN/KLF2/ATP2B4/DDAH2/APP/DDAH1/TLR4/ESR1/CD47/ROCK2",16
"GO:2001057","reactive nitrogen species metabolic process","19/1283","90/18805",0.211111111111111,3.09426690915389,5.388960261208,8.36071026004744e-06,0.000298443488522969,0.000212990181431666,"CD36/CAV1/HBB/KLF4/ASS1/CYB5R3/CLU/RGN/MTARC1/KLF2/ATP2B4/GCH1/DDAH2/APP/DDAH1/TLR4/ESR1/CD47/ROCK2",19
"GO:0009612","response to mechanical stimulus","34/1283","223/18805",0.152466367713004,2.23470775124166,5.01899761913342,8.38584530757524e-06,0.000298443488522969,0.000212990181431666,"PDE2A/CXCR4/FOSB/ATP1A2/DMD/GSN/SOX9/EGFR/FGF2/TXNIP/FOS/ANO3/POSTN/BNIP3/DDR2/MDK/AQP1/CITED2/P2RY1/COL11A1/COL1A1/CTNNB1/TLR4/FYN/PPL/MBD2/GCLC/MAP3K2/KCNK2/CALB1/SLC1A3/ITGB3/STAT1/PTGER4",34
"GO:0070670","response to interleukin-4","12/1283","40/18805",0.3,4.39711613406079,5.8198624001333,8.99431273076844e-06,0.000318146391165779,0.000227051553081593,"GATA3/XBP1/ALAD/JAK1/STAT5A/NFIL3/MRC1/CDK4/XCL1/MCM2/PTPN2/HSPA5",12
"GO:0051591","response to cAMP","19/1283","91/18805",0.208791208791209,3.06026397608627,5.33097767696151,9.89949815264127e-06,0.000348042356263467,0.000248387408193545,"ADIPOQ/PDE2A/GPD1/SDC1/FOSB/CDO1/ASS1/INPP5K/TEK/FOS/AQP1/COL1A1/PER1/DUOX2/CRTC3/BIRC2/STAT1/RAPGEF3/EZR",19
"GO:0048659","smooth muscle cell proliferation","29/1283","178/18805",0.162921348314607,2.38794696419032,5.03451949180802,1.04651123708261e-05,0.000365711547368448,0.000260997380814579,"ADIPOQ/PPARG/S1PR1/IGF1/JUN/PTEN/EGFR/XBP1/FGF2/MYB/IL6R/NAA35/IL12A/ADAMTS1/DDR2/NPR1/EFEMP2/CTNNB1/TLR4/APOD/MAP3K7/PIK3R1/ANG/IGFBP3/TCF7L2/NDRG4/ITGB3/STAT1/BMP2",29
"GO:0007015","actin filament organization","57/1283","463/18805",0.123110151187905,1.80443210685,4.74245434217303,1.06301583248937e-05,0.000367056835968502,0.000261957473006309,"SORBS1/BIN1/TACSTD2/RGCC/WASF3/KANK1/FERMT2/ITGB1BP1/SPTBN1/DLC1/TF/SDC4/PRKCI/RHOQ/GSN/INPP5K/MYO6/S1PR1/SYNPO/KANK2/CAP2/MSRB2/PPM1F/ENAH/ARFGEF1/ACTR2/PAWR/TRIM27/EPS8/LPAR1/BCL2/LIMCH1/DIAPH2/NEBL/S100A10/ADD1/TPM4/CD47/ACTR3/SPTAN1/ZEB2/CYRIA/PIK3R1/ANG/CORO2B/MARCKSL1/GAS2L1/MICAL2/RAPGEF3/FAM107A/PTGER4/RGS4/ARHGAP35/NEDD9/EZR/MYL9/ROCK2",57
"GO:0051338","regulation of transferase activity","57/1283","463/18805",0.123110151187905,1.80443210685,4.74245434217303,1.06301583248937e-05,0.000367056835968502,0.000261957473006309,"LEP/ADIPOQ/CD24/RGCC/MMD/GHR/CDKN1C/ITGB1BP1/CDKN2C/ANGPT1/SFN/EZH2/INPP5K/IRS2/SASH1/CDC14B/PCNA/IGF1/NPM1/PTEN/EGFR/FGF2/PPM1F/DUSP1/LTF/TRIM27/DDR2/S100A12/PLAAT4/FLT1/DUSP3/TCIM/AGTR1/PINK1/TLR4/MAP3K7/CAMK1/TOM1L1/CCNE2/GTPBP4/CHP1/RFC4/KAT2B/ECT2/CDKN3/CDC20/MAP2K7/ZFP36/FGFR1/ITGB3/LDB2/CDK5R2/ADAM17/HYAL2/NEDD9/KSR1/UVRAG",57
"GO:0016525","negative regulation of angiogenesis","27/1283","160/18805",0.16875,2.4733778254092,5.06453455084329,1.08101868722446e-05,0.000371064461810004,0.000264817595568595,"PDE3B/CD36/PPARG/RGCC/QKI/KLF4/SERPINF1/TEK/SPARC/COL4A2/ADAMTS1/KLF2/PLK2/ATP2B4/CLDN5/NPR1/DCN/TNMD/CTNNB1/FYN/KRIT1/PTPRM/STAB1/ALOX5/HRG/STAT1/ROCK2",27
"GO:0061077","chaperone-mediated protein folding","17/1283","76/18805",0.223684210526316,3.27855150346638,5.38585878757002,1.09948143771092e-05,0.000375181871774179,0.000267756067771953,"FKBP4/PEX19/CLU/FKBP11/CRTAP/CCT2/CCT6A/CCT3/DNAJB4/HSPH1/HSPE1/PFDN1/DNAJB1/CSNK2A1/PPIB/HSPA5/CCT5",17
"GO:1903828","negative regulation of protein localization","34/1283","226/18805",0.150442477876106,2.20504348905704,4.93165155710276,1.12341010702131e-05,0.00038110538191992,0.000271983499594633,"ADIPOQ/CD36/ITGB1BP1/ANGPT1/SFN/HADH/PID1/RHOQ/INPP5K/FOXO1/HMGCR/TMBIM1/PPP2R5A/MDFIC/PPM1F/PTPN11/SNX3/IL12A/DAB2/NACA/FRMD4A/WNK1/APP/PKIG/APOD/TXN/NR1H3/KCNB1/CHP1/SP100/CORO2B/GNAZ/ROCK2/PDE8B",34
"GO:0071230","cellular response to amino acid stimulus","19/1283","92/18805",0.206521739130435,3.02700023721576,5.27378737041931,1.16881511675582e-05,0.000394203284436076,0.000281331080428436,"COL4A1/ASS1/EGFR/XBP1/HNRNPD/NTRK2/BCL2L2/CEBPB/HSF1/HNRNPAB/RRAGC/GRIN2D/SH3BP4/COL1A1/RRAGD/FYN/ZEB1/COL1A2/GCLC",19
"GO:0070372","regulation of ERK1 and ERK2 cascade","41/1283","296/18805",0.138513513513514,2.03020001685239,4.83417693501845,1.17994534459557e-05,0.000395656817572191,0.000282368423504374,"ADIPOQ/CD36/AKAP12/FERMT2/ITGB1BP1/ANGPT1/TPBG/HMGCR/IGF1/EGFR/TEK/XBP1/FGF2/FN1/TNIP1/LMO3/PTPN11/CAVIN3/MIF/DAB2/DDR2/RRAS/DUSP3/ACKR3/P2RY1/APP/PDE8A/PTPRR/TLR4/SPRY1/APIP/NDRG4/MAP2K7/THPO/PTPN2/ITGB3/EPHB1/BMP2/INHBA/EZR/PDE8B",41
"GO:0061572","actin filament bundle organization","28/1283","170/18805",0.164705882352941,2.41410297556279,5.01172704308846,1.19812660934668e-05,0.000399444394300007,0.000285071503603177,"SORBS1/TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/PPM1F/PAWR/EPS8/LPAR1/LIMCH1/S100A10/ADD1/CD47/ZEB2/PIK3R1/CORO2B/RAPGEF3/FAM107A/PTGER4/NEDD9/EZR/MYL9/ROCK2",28
"GO:0072006","nephron development","27/1283","161/18805",0.167701863354037,2.45801523022032,5.02749981070018,1.21588642535686e-05,0.000403048980199724,0.000287643988627281,"ADIPOQ/CD24/TACSTD2/ANGPT1/GATA3/EDNRB/ACAT1/SOX9/TEK/FGF2/GPC3/IL6R/BCL2/PROM1/AQP1/CTNNB1/PECAM1/NID1/LAMB2/TFAP2B/EGR1/CALB1/RET/ITGB3/STAT1/BMP2/PTPRO",27
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","10/1283","29/18805",0.344827586206897,5.05415647593195,5.91213822148401,1.27398201855476e-05,0.000419907368729328,0.000299675315728222,"NEK7/DKC1/CCT2/CCT6A/HNRNPD/HNRNPA1/GCH1/CCT3/CTNNB1/CCT5",10
"GO:0010811","positive regulation of cell-substrate adhesion","23/1283","126/18805",0.182539682539683,2.67549394400525,5.10620134167755,1.28780218002493e-05,0.00042206443199574,0.000301214747192271,"CD36/FERMT2/ITGB1BP1/ECM2/SDC4/EGFL6/TEK/FN1/PPM1F/ARHGEF7/DAB2/RRAS/CEACAM6/AGR2/MDK/S100A10/EFEMP2/NID1/FBLN2/MAP4K4/HRG/ITGB3/NEDD9",23
"GO:0051222","positive regulation of protein transport","37/1283","257/18805",0.143968871595331,2.11015949364785,4.84897568867109,1.3017805465028e-05,0.000424248817430491,0.000302773677669752,"LEP/RBP4/PPARG/MYOM1/CDH1/SFN/TMEM97/SOX4/IRS2/IGF1/EGFR/CDK1/XBP1/ASPH/CD81/PPP3CB/FRMD4A/MYH10/RAN/ACSL3/APP/NR0B2/TLR4/SRI/TMEM132A/CAMK1/SERP1/CHP1/PIK3R1/ANG/ECT2/ABAT/TCF7L2/SORL1/RAPGEF3/HYAL2/KIF20B",37
"GO:0071229","cellular response to acid chemical","20/1283","101/18805",0.198019801980198,2.90238688716884,5.18727049410878,1.34504200248932e-05,0.000435898807622375,0.000311087926832724,"COL4A1/ASS1/EGFR/XBP1/HNRNPD/NTRK2/KLF2/BCL2L2/CEBPB/HSF1/HNRNPAB/RRAGC/GRIN2D/SH3BP4/COL1A1/RRAGD/FYN/ZEB1/COL1A2/GCLC",20
"GO:0042743","hydrogen peroxide metabolic process","14/1283","55/18805",0.254545454545455,3.73088641677886,5.48821299092014,1.35803840793864e-05,0.000437665600247335,0.000312348833825886,"HBB/GPX3/CAT/HBG2/HBA2/PXDN/EGFR/GPX1/NNT/PINK1/FYN/TXN/DUOX2/ACOX1",14
"GO:2000181","negative regulation of blood vessel morphogenesis","27/1283","162/18805",0.166666666666667,2.44284229670044,4.9907415950248,1.3658931466669e-05,0.000437764980321253,0.000312419758408893,"PDE3B/CD36/PPARG/RGCC/QKI/KLF4/SERPINF1/TEK/SPARC/COL4A2/ADAMTS1/KLF2/PLK2/ATP2B4/CLDN5/NPR1/DCN/TNMD/CTNNB1/FYN/KRIT1/PTPRM/STAB1/ALOX5/HRG/STAT1/ROCK2",27
"GO:0031669","cellular response to nutrient levels","37/1283","258/18805",0.143410852713178,2.10198058088178,4.8227368983811,1.4220267737359e-05,0.00045162025229724,0.000322307851148176,"LPL/LEP/PCK1/CAV1/AKR1C3/STK26/FOXO1/RXRA/KANK2/XBP1/PLIN2/GABARAPL1/FOS/POSTN/HNRNPA1/SREBF2/BCL2/PMAIP1/RRAGC/COL1A1/RRAGD/PRR5/LAMP2/SH3GLB1/EIF2AK3/KCNB1/WIPI2/ASNS/TRIM24/SAR1A/KAT2B/FBXO22/CHKA/GAS2L1/FAM107A/INHBA/HSPA5",37
"GO:0042593","glucose homeostasis","38/1283","268/18805",0.141791044776119,2.0782389688347,4.81071143676488,1.42469412464049e-05,0.00045162025229724,0.000322307851148176,"LEP/RBP4/ADIPOQ/PPARG/PCK1/CEBPA/SOX4/PYGL/INPP5K/IRS2/SERPINF1/FOXO1/FABP5/ADIPOR2/XBP1/LEPR/SMARCA4/PTPN11/GPX1/HK2/SLC29A1/PPP3CB/FOXA1/ADGRF5/COL1A1/SRI/KCNB1/WFS1/SIDT2/PIK3R1/ZBTB20/CRY1/GCLC/ALOX5/LRRC8D/TCF7L2/PTPN2/PDE8B",38
"GO:1901987","regulation of cell cycle phase transition","57/1283","468/18805",0.121794871794872,1.78515398605032,4.6543628269873,1.46145622273155e-05,0.000460755845003571,0.000328827650114598,"FHL1/RGCC/CDKN1C/CDKN2C/KLF4/EZH2/RRM2/FOXN3/CDC14B/ANXA1/STIL/KANK2/NPM1/PTEN/EGFR/CDK1/SMARCA4/PTPN11/PSME2/AURKA/DUSP1/ZWINT/CCNH/DTL/IER3/RAD21/ADAMTS1/DDR2/ATP2B4/SMARCC1/BCL2/TIPRL/TCIM/TTI2/BUB1B/CENPF/APP/INTS7/BUB3/JADE1/VPS4A/CDK4/MLF1/WEE1/CCNE2/RAD1/NDC80/CRY1/CDC7/CDC20/TP53BP1/DBF4/KLF11/FAM107A/INHBA/ADAM17/MDC1",57
"GO:0033500","carbohydrate homeostasis","38/1283","269/18805",0.141263940520446,2.07051317341153,4.78527341518732,1.55236234284912e-05,0.00048677048383069,0.000347393518886236,"LEP/RBP4/ADIPOQ/PPARG/PCK1/CEBPA/SOX4/PYGL/INPP5K/IRS2/SERPINF1/FOXO1/FABP5/ADIPOR2/XBP1/LEPR/SMARCA4/PTPN11/GPX1/HK2/SLC29A1/PPP3CB/FOXA1/ADGRF5/COL1A1/SRI/KCNB1/WFS1/SIDT2/PIK3R1/ZBTB20/CRY1/GCLC/ALOX5/LRRC8D/TCF7L2/PTPN2/PDE8B",38
"GO:0006112","energy reserve metabolic process","20/1283","102/18805",0.196078431372549,2.87393211376523,5.13505280853359,1.56727505673904e-05,0.000488804441082966,0.000348845093274173,"LEP/GYG2/SORBS1/PPP1R1A/PYGL/PID1/INPP5K/IRS2/PHLDA2/IGF1/LEPR/GBE1/GABARAPL1/UGP2/PHKA2/PPP1CB/ADGRF5/GYS2/WIPI2/IL6ST",20
"GO:0010827","regulation of D-glucose transmembrane transport","17/1283","78/18805",0.217948717948718,3.19448608030058,5.25524101051919,1.58456973700017e-05,0.000491555563868342,0.000350808487228915,"LEP/ADIPOQ/SORBS1/PRKCI/PID1/RHOQ/INPP5K/IRS2/FABP5/IGF1/PTPN11/GPC3/HK2/CREBL2/PEA15/PIK3R1/CLIP3",17
"GO:0046885","regulation of hormone biosynthetic process","9/1283","24/18805",0.375,5.49639516757599,5.96427072505116,1.59402799582464e-05,0.000491859383179722,0.000351025313974151,"ADM/ATP1A1/NR3C1/DAB2/STC2/EGR1/DKK3/BMP2/PDE8B",9
"GO:0015980","energy derivation by oxidation of organic compounds","46/1283","352/18805",0.130681818181818,1.91541043718557,4.691376759797,1.65761754859369e-05,0.000508774571396403,0.000363097177310999,"LEP/GYG2/SORBS1/PPP1R1A/COX7A1/ETFB/CAT/ACO1/PYGL/PID1/INPP5K/IRS2/PHLDA2/IGF1/CDK1/IDH2/LEPR/GBE1/GABARAPL1/ETFDH/TMEM135/UGP2/SUCLG1/CS/CAVIN3/BNIP3/PUM2/PHKA2/SUCLA2/NNT/PPP1CB/ADGRF5/GYS2/PINK1/ME3/ISCU/IDH1/MDH1/WIPI2/SHMT2/AK4/SUCLG2/IL6ST/COX6C/NDUFAF1/DLD",46
"GO:0071383","cellular response to steroid hormone stimulus","32/1283","211/18805",0.151658767772512,2.22287071548097,4.83372535375017,1.7057936956552e-05,0.000518903525418517,0.000370325908504165,"PCK1/AKR1C3/ATP1A2/FKBP4/ASS1/SERPINF1/PLPP1/ANXA1/ATP1A1/RXRA/KANK2/EGFR/NR3C1/PGRMC2/SMARCA4/LMO3/SCGB2A2/DAB2/URI1/AQP1/FOXA1/RBFOX2/SCNN1A/ESR1/CBX3/PER1/CRY1/ZBTB7A/KLF9/ZFP36/FAM107A/CNOT2",32
"GO:0060485","mesenchyme development","45/1283","342/18805",0.131578947368421,1.9285597079214,4.68941171940548,1.71590025705052e-05,0.000518903525418517,0.000370325908504165,"RGCC/FERMT2/QKI/TGFBR3/SEMA3G/GATA3/EDNRB/ADAMTS5/EZH2/SOX4/PHLDB1/MSX1/SOX9/TMEM100/IGF1/PTEN/SLC39A6/MEOX1/ZFPM2/FN1/TGFBR2/DAB2/DLG5/TWIST1/BCL2/S100A4/HNRNPAB/MDK/CITED2/RTN4/FOXA1/SMAD7/COL1A1/CTNNB1/SPRY1/SEMA3B/EPHA3/TCF7L2/NCAM1/FGFR1/RET/BNC2/STAT1/BMP2/ROCK2",45
"GO:1901343","negative regulation of vasculature development","27/1283","164/18805",0.164634146341463,2.41305153698458,4.91803861106077,1.71745348871497e-05,0.000518903525418517,0.000370325908504165,"PDE3B/CD36/PPARG/RGCC/QKI/KLF4/SERPINF1/TEK/SPARC/COL4A2/ADAMTS1/KLF2/PLK2/ATP2B4/CLDN5/NPR1/DCN/TNMD/CTNNB1/FYN/KRIT1/PTPRM/STAB1/ALOX5/HRG/STAT1/ROCK2",27
"GO:0006639","acylglycerol metabolic process","24/1283","137/18805",0.175182481751825,2.56765905638587,4.98321487957683,1.72876670190966e-05,0.000519040567464533,0.000370423711308941,"LPL/CIDEC/PCK1/CAV1/AGPAT2/CAT/PLAAT3/ACSL1/MGLL/ABHD6/RGN/PTPN11/PLA2G4A/ABHD5/GPX1/DGAT1/LIPE/AADAC/GK/NR1H3/APOC1/LPIN1/PNPLA2/SORL1",24
"GO:0050900","leukocyte migration","50/1283","395/18805",0.126582278481013,1.85532326331679,4.64888228250669,1.73580193222064e-05,0.000519040567464533,0.000370423711308941,"LEP/RARRES2/CXCR4/S100A14/GATA3/EDNRB/CD9/ITGA7/CXADR/S1PR1/ANXA1/GNAI1/LGALS3/IL6R/DUSP1/SOS1/IL12A/MIF/CD81/EPS8/CD99/S100A12/ITGA1/MDK/FLT1/WNK1/DAPK2/RTN4/APP/APOD/FYN/PECAM1/GP2/CD47/XCL1/PIK3R1/PIP5K1C/CHST2/ALOX5/MED23/VAV3/RET/ITGB3/PPIB/PTGER4/ADAM17/NEDD9/CXCL11/PTPRO/LYVE1",50
"GO:0061448","connective tissue development","40/1283","291/18805",0.13745704467354,2.01471529624779,4.72049110275387,1.79962323982101e-05,0.000532906712576329,0.000380319563879676,"LPL/LEP/PPARG/GHR/PLAAT3/GATA3/TRPS1/EFEMP1/MSX1/ACAT1/SOX9/XBP1/MAF/FGF2/PGRMC2/ZBTB16/PTPN11/IL6R/TGFBR2/EBF2/PUM2/MMP13/MDK/ADAMTS7/FOXA1/COL11A1/SMAD7/COL1A1/CTNNB1/ZEB1/EIF2AK3/SLC26A2/EGR1/SORL1/FGFR1/ITGB3/BMP2/TSKU/HYAL2/SMAD5",40
"GO:0141193","nuclear receptor-mediated signaling pathway","29/1283","183/18805",0.158469945355191,2.32270251161681,4.86542938063745,1.80054672754629e-05,0.000532906712576329,0.000380319563879676,"LEP/PPARG/AKR1C3/EZH2/FKBP4/PLPP1/FABP5/DHRS3/RXRA/KANK2/NR3C1/SMARCA4/LMO3/SCGB2A2/DAB2/TWIST1/KLF2/CITED2/CTBP2/FOXA1/RBFOX2/ESR1/TRIM24/SP100/PER1/CRY1/ZBTB7A/BMP2/CNOT2",29
"GO:0010906","regulation of glucose metabolic process","20/1283","103/18805",0.194174757281553,2.84602986023352,5.08346595205962,1.8219381096632e-05,0.0005343415141455,0.000381343538797168,"ACACB/LEP/ADIPOQ/SORBS1/IRS2/FOXO1/C1QTNF1/IGF1/LEPR/NR3C1/RGN/CLK2/PMAIP1/RANBP2/TFF3/KAT2B/CRY1/IGFBP3/TCF7L2/PTPN2",20
"GO:0034504","protein localization to nucleus","43/1283","322/18805",0.133540372670807,1.95730842406433,4.68856775197732,1.82381692468211e-05,0.0005343415141455,0.000381343538797168,"LEP/CD36/FERMT2/ANGPT1/CDH1/LIMK2/MSX1/SOX9/NPM1/CDK1/XBP1/ZBTB16/MDFIC/TXNIP/DKC1/CSE1L/CCT2/E2F3/CCT6A/TRIM8/LMNA/CCT3/PPP3CB/SUN2/RAN/JAK1/APP/PKIG/COL1A1/RANBP2/APOD/FYN/TXN/EIF2AK3/CHP1/SP100/PIK3R1/ECT2/ZBTB7A/TCF7L2/SYNE1/HYAL2/CCT5",43
"GO:0048660","regulation of smooth muscle cell proliferation","28/1283","174/18805",0.160919540229885,2.35860635543491,4.87188237745326,1.86845359966638e-05,0.000544668308123852,0.000388713462443156,"ADIPOQ/PPARG/S1PR1/IGF1/JUN/PTEN/EGFR/XBP1/FGF2/MYB/IL6R/IL12A/ADAMTS1/DDR2/NPR1/EFEMP2/CTNNB1/TLR4/APOD/MAP3K7/PIK3R1/ANG/IGFBP3/TCF7L2/NDRG4/ITGB3/STAT1/BMP2",28
"GO:0051492","regulation of stress fiber assembly","19/1283","95/18805",0.2,2.93141075604053,5.10676844284276,1.89241603870262e-05,0.000548895272025695,0.000391730120011442,"TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/PPM1F/LPAR1/LIMCH1/S100A10/CD47/PIK3R1/CORO2B/RAPGEF3/PTGER4/ROCK2",19
"GO:0006006","glucose metabolic process","30/1283","193/18805",0.155440414507772,2.27829851505741,4.83015456541604,1.90868231908254e-05,0.00055085901159193,0.000393131582139388,"ACACB/LEP/RBP4/ADIPOQ/SORBS1/PCK1/GPD1/PGM1/IRS2/FOXO1/FABP5/C1QTNF1/IGF1/LEPR/NR3C1/RGN/CLK2/HK2/PMAIP1/WDTC1/RANBP2/APOD/SERP1/TFAP2B/TFF3/KAT2B/CRY1/IGFBP3/TCF7L2/PTPN2",30
"GO:0031647","regulation of protein stability","49/1283","386/18805",0.126943005181347,1.86061045396355,4.62289316545539,1.94696418910426e-05,0.000553534127459644,0.000395040732232878,"ATP1B1/STX12/TF/PLPP3/SOX4/GSN/MSX1/PARVA/PEX19/CLU/IGF1/PTEN/XBP1/STXBP1/CRTAP/CRYAB/USP27X/AURKA/CCT2/CCT6A/ASPH/CCNH/CD81/LMNA/URI1/BCL2/CCT3/CREBL2/RTN4/TTI2/SEPTIN8/SMAD7/PINK1/LAMP2/SH3GLB1/ANK2/WFS1/GTPBP4/CHP1/TRIM24/NDC80/PIK3R1/LSS/CSNK2A1/DPM2/PPIB/BMP2/FAM107A/CCT5",49
"GO:0062013","positive regulation of small molecule metabolic process","26/1283","156/18805",0.166666666666667,2.44284229670044,4.89666058026789,1.9584400955952e-05,0.000553534127459644,0.000395040732232878,"ADIPOQ/SORBS1/PPARG/QKI/GPD1/ADM/PID1/IRS2/FOXO1/IGF1/GNAI1/RGN/DAB2/TWIST1/SREBF2/PMAIP1/P2RY1/APP/PINK1/NR1H3/ELOVL5/KAT2B/ZBTB20/CRY1/PTPN2/ABCD2",26
"GO:2000377","regulation of reactive oxygen species metabolic process","26/1283","156/18805",0.166666666666667,2.44284229670044,4.89666058026789,1.9584400955952e-05,0.000553534127459644,0.000395040732232878,"LEP/AKR1C1/CD36/AKR1C3/TFAP2A/PID1/FOXO1/EGFR/CRYAB/TGFBR2/BNIP3/IER3/HK2/GCH1/BCL2/FBLN5/APP/NNT/AGTR1/PINK1/TLR4/FYN/VDAC1/ALOX5/BIRC2/ABCD2",26
"GO:0006638","neutral lipid metabolic process","24/1283","138/18805",0.173913043478261,2.54905283133959,4.94214087547343,1.9595825831274e-05,0.000553534127459644,0.000395040732232878,"LPL/CIDEC/PCK1/CAV1/AGPAT2/CAT/PLAAT3/ACSL1/MGLL/ABHD6/RGN/PTPN11/PLA2G4A/ABHD5/GPX1/DGAT1/LIPE/AADAC/GK/NR1H3/APOC1/LPIN1/PNPLA2/SORL1",24
"GO:0003158","endothelium development","25/1283","147/18805",0.170068027210884,2.4926962211229,4.91636556132385,1.97230904926444e-05,0.000553534127459644,0.000395040732232878,"PDE2A/CXCR4/EDNRB/FZD4/AMOTL2/APOLD1/S1PR1/TMEM100/CDH5/GPX1/FSTL1/PPP1R16B/CLDN5/FZD1/TNMD/ADD1/CTNNB1/TJP2/PECAM1/ZEB1/KRIT1/RAPGEF3/BTG1/EZR/ROCK2",25
"GO:0036005","response to macrophage colony-stimulating factor","15/1283","64/18805",0.234375,3.435246979735,5.2805995151366,1.9799390662132e-05,0.000553534127459644,0.000395040732232878,"PDE2A/DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/TLR4/EPHA3/FGFR1/RET/PTPN2/EPHB1/SPP1",15
"GO:0022600","digestive system process","21/1283","112/18805",0.1875,2.748197583788,5.02118977130009,1.98474570783668e-05,0.000553534127459644,0.000395040732232878,"LEP/RBP4/AKR1C1/CD36/PTGER3/ACO1/SOX9/CCKBR/HTR4/SERPINA3/MDK/AQP1/WNK1/UGCG/TLR4/TJP2/NR1H3/TFF3/PBLD/INAVA/EZR",21
"GO:0001649","osteoblast differentiation","37/1283","262/18805",0.141221374045802,2.06988927430343,4.71895777881952,2.01198887218713e-05,0.000555819931625999,0.000396672042222312,"PPARG/FERMT2/CAT/CEBPA/TMT1A/SOX9/IGF1/PTEN/FGF2/CRIM1/RRAS2/IL6R/LTF/TWIST1/DDR2/CEBPB/FHL2/SMAD6/DHX9/FZD1/SUCO/COL1A1/CTNNB1/TPM4/GLI2/MAPK11/GTPBP4/HSPE1/IGFBP3/TOB1/IL6ST/HNRNPC/H3-3B/JUNB/BMP2/SPP1/SMAD5",37
"GO:0007179","transforming growth factor beta receptor signaling pathway","36/1283","252/18805",0.142857142857143,2.09386482574324,4.73046100694514,2.01210456199724e-05,0.000555819931625999,0.000396672042222312,"CAV2/PPARG/FERMT2/CDKN1C/TGFBR3/CIDEA/SLC2A10/PTPRK/JUN/XBP1/HIPK2/FMOD/CDH5/FOS/TGFBR2/DAB2/SMAD6/CLDN5/CITED2/SMAD7/MAP3K7/ZEB1/SINHCAF/SPRY1/ZEB2/COL1A2/ZBTB7A/PBLD/DKK3/BMP2/TSKU/ADAM17/ID1/HSPA5/SMAD5/NREP",36
